sezione,domanda,tipo,pagina_pdf,risposta,incipit
Topic 2 - Statistics,8,PS,24,,"If the mean of a data set is 75 and the standard deviation is 10, what is the range of sco..."
Topic 2 - Statistics,9,PS,24,,The mean score of a class on a test was 60 and the standard deviation was 15. If Elena's s...
Topic 2 - Statistics,10,PS,24,,"If y = ax + b, and if the standard deviation of x series is ‘S’, what is the standard devi..."
Topic 2 - Statistics,11,PS,24,,"If ax + by + c = 0, and if the standard deviation of x series is ‘S’, what is the standard..."
Topic 2 - Statistics,12,PS,24,,"If y = |x| – 100, and if the standard deviation of x series is ‘S’, what is the standard d..."
Topic 2 - Statistics,13,PS,24,,Three fair coins are labeled with a zero (0) on one side and a one (1) on the other side....
Topic 2 - Statistics,14,PS,24,,"Let Set T = {2, 4, 5, 7}. Which of the following values, if added to Set T, would most inc..."
Topic 2 - Statistics,15,DS,24,,"What is the standard deviation of Q, a set of consecutive integers? (1) Q has 21 members...."
Topic 2 - Statistics,16,DS,25,,"Does data set A = {1, 2, x} have a greater standard deviation than data set B = {1, 2, 3}?..."
Topic 2 - Statistics,17,PS,25,,"9.4, 9.9, 9.9, 9.9, 10.0, 10.2, 10.2, 10.5 The mean and the standard deviation of the 8 nu..."
Topic 2 - Statistics,18,PS,25,,"70, 75,80,85,90,105,105,130,130,130 The list shown consists of the times, in seconds, that..."
Topic 2 - Statistics,19,PS,25,,The residents of town x participated in a survey to determine the number of hours per week...
Topic 2 - Statistics,20,PS,25,,7.51 8.22 7.86 8.36 8.09 7.83 8.30 8.01 7.73 8.25 7.96 8.53 A vending machine is designed...
Topic 2 - Statistics,21,PS,25,,"A certain list of 100 data has an average of 6 and a standard deviation of d, where d is p..."
Topic 2 - Statistics,22,PS,25,,The lifetime of all the batteries produced by a certain company in a year have a distribut...
Topic 2 - Statistics,1,PS,26,,"If H1 < x < 0, which of the following must be true? I. x3 < x2 II. x5 < 1 – x III. x4 < x2..."
Topic 2 - Statistics,2,DS,26,,Is x > 0? (1) | x + 3| < 4 (2) | x – 3| < 4
Topic 2 - Statistics,3,DS,26,,"If x and n are integers, is the sum of x and n less than zero? (1) x + 3 < n – 1 (2) H2 x..."
Topic 2 - Statistics,4,DS,26,,Is a > c? (1) b > d (2) ab 2 – b > b2c – d
Topic 2 - Statistics,5,DS,26,,"If x is an integer, what is the value of x? (1) H5x > H3x + 10 (2) H11x – 10 < 67"
Topic 2 - Statistics,6,DS,26,,"If 8x > 4 + 6x, what is the value of the integer x? (1) 6 – 5x > H13 (2) 3 – 2x < Hx + 4 <..."
Topic 2 - Statistics,8,DS,26,,"If √(xy) = xy, what is the value of x + y? (1) x = H1/2 (2) y is not equal to 0."
Topic 2 - Statistics,9,DS,26,,Is x > y? (1) x 2 > y (2) √x < y
Topic 2 - Statistics,10,DS,26,,"If 6xy = x 2y + 9y, what is the value of xy? (1) y – x = 3 (2) x 3 < 0"
Topic 2 - Statistics,11,DS,26,,What is the value of x? (1) x 2 – 5x + 6 = 0 (2) x > 0
Topic 2 - Statistics,12,DS,26,,"What is x? (1) x 2 + 3x + 2 = 0 (2) x < 0 13. If 3|3 – x| = 7, what is the product of all..."
Topic 2 - Statistics,15,DS,26,,"Is d negative? (1) e + d = H12 (2) e – d < H12 16. If a – b > a + b, where a and b are int..."
Topic 2 - Statistics,17,PS,26,,"If | a| = 1/3 and |b| = 2/3, which of the following CANNOT be the result of a + b? H1 H1/3..."
Topic 2 - Statistics,18,PS,26,,"If |a| = |b|, which of the following must be true? I. a = b II. |a| = Hb III. Ha = Hb I on..."
Topic 2 - Statistics,19,PS,26,,Which of the following inequalities has a solution set that when graphed on the number lin...
Topic 2 - Statistics,20,DS,26,,"If n is a nonzero integer, is x n < 1? (1) x > 1 (2) n > 0"
Topic 2 - Statistics,21,DS,26,,"If x is an integer, is 3x less than 500? (1) 4 x–1 < 4x – 120 (2) x 2 = 36"
Topic 2 - Statistics,22,DS,27,,Is x3 > 1? (1) x > H2 (2) 2 x – (b – c) < c – (b – 2)
Topic 2 - Statistics,23,PS,27,,"If √[(x + 4) 2] = 3, which of the following could be the value of x – 4? H11 H7 H4 H3 5"
Topic 2 - Statistics,24,DS,27,,Is x > 1010 ? (1) x > 234 (2) x = 235
Topic 2 - Statistics,25,PS,27,,Is XY>0? 1). XHY>H2 2). XH2Y<H6
Topic 2 - Statistics,26,PS,27,,"If |x – (9/2)| = 5/2, and if y is the median of a set of p consecutive integers, where p i..."
Topic 2 - Statistics,27,PS,27,,"If | x | + |y | = Hx – y and xy does not equal 0, which of the following must be true?"
Topic 2 - Statistics,28,DS,27,,"If x and y are integers and xy does not equal 0, is xy < 0? (1) y = x4 – x3 (2) H12y2 – y2..."
Topic 2 - Statistics,30,PS,27,,"If a, b, c, and d are integers and ab2c3d4 > 0, which of the following must be positive? I..."
Topic 2 - Statistics,31,DS,27,,Is x|y | > y2? (1) x > y (2) y > 0
Topic 2 - Statistics,32,DS,27,,What is x? (1) | x| < 2 (2) | x| = 3x – 2
Topic 2 - Statistics,33,DS,27,,Is x > y? (1) √x > y (2) x3 > y
Topic 2 - Statistics,34,DS,27,,"If x is not equal to 0, is |x| less than 1? (1) x / |x| < x (2) |x| > x"
Topic 2 - Statistics,35,DS,27,,"If r + s > 2t, is r > t ? (1) t > s (2) r > s"
Topic 2 - Statistics,36,DS,27,,"If a and b are integers, and |a| > |b|, is a  |b| < a – b? (1) a < 0 (2) ab ≥ 0"
Topic 2 - Statistics,37,DS,27,,Is a > c? (1) b > d (2) ab2 – b > b2c – d
Topic 2 - Statistics,38,DS,27,,"If p < q and p < r, is (p)(q)(r) < p? (1) pq < 0 (2) pr < 0"
Topic 2 - Statistics,39,DS,27,,"If | x|y+ 9 > 0, and x and y are integers, is x < 6? (1) y is negative (2) |y| < 1"
Topic 2 - Statistics,40,DS,27,,"If n is not equal to 0, is |n| < 4 ? (1) n2 > 16 (2) 1/| n| > n"
Topic 2 - Statistics,41,DS,27,,"If x and y are nonHzero integers and |x| + |y| = 32, what is xy? (1) H4x – 12y = 0 (2) | x..."
Topic 2 - Statistics,42,DS,27,,What is the value of y? (1) 3| x2 – 4| = y – 2 (2) |3 – y| = 11
Topic 2 - Statistics,43,DS,27,,Is x > 0? (1) | x + 3| = 4x – 3 (2) | x – 3| = |2x – 3|
Topic 2 - Statistics,44,DS,27,,What is the value of |x|? (1) | x2 + 16| – 5 = 27 (2) x2 = 8x – 16
Topic 2 - Statistics,45,PS,27,,"If x > y, x² – 2xy + y² – 9 = 0, and x + y = 15, what is x? 3 6 12 18 9"
Topic 2 - Statistics,46,DS,27,,Is |n| < 1 ? (1) nx – n < 0 (2) x–1 = –2 47. Is 5 n < 0.04? (1) (1/5) n > 25 (2) n3 < n2 x...
Topic 2 - Statistics,48,DS,28,,What is the ratio of 2 x to 3y? (1) The ratio of x2 to y2 is equal to 36/25. (2) The ratio...
Topic 2 - Statistics,49,DS,28,,"If x and y are integers, does xyy–x = 1? (1) xx > y (2) x > yy"
Topic 2 - Statistics,50,DS,28,,"If a is nonnegative, is x2 + y2 > 4a? (1) ( x + y)2 = 9a (2) (x – y)2 = a"
Topic 2 - Statistics,51,DS,28,,"If k is a positive constant and y = |x – k| – |x + k|, what is the maximum value of y? (1)..."
Topic 2 - Statistics,52,DS,28,,"If x > 0, what is the least possible value for x + (1/x)? (A) 0.5 (B) 1 (C) 1.5 (D) 2 (E)..."
Topic 2 - Statistics,54,DS,28,,"Is xy + xy < xy ? (1) x 2 / y < 0 (2) x 9 (y3)3 < (x2)4 y8 55. w, x, y, and z are positive..."
Topic 2 - Statistics,56,PS,28,,Two missiles are launched simultaneously. Missile 1 launches at a speed of x miles per hou...
Topic 2 - Statistics,57,DS,28,,"8xy 3 + 8x3y = 2x2y2 / 2H3, What is xy? (1) y > x (2) x < 0"
Topic 2 - Statistics,58,PS,28,,"If ( a – b)c < 0, which of the following cannot be true? a < b c < 0 | c| < 1 ac > bc a 2..."
Topic 2 - Statistics,59,PS,28,,"If | ab| > ab, which of the following must be true? I. a < 0 II. b < 0 III. ab < 0 I only..."
Topic 2 - Statistics,60,DS,28,,"If b < c < d and c > 0, which of the following cannot be true if b, c and d are integers?..."
Topic 2 - Statistics,65,DS,28,,"If r is not equal to 0, is r2 / |r| < 1 (1) r > –1 (2) r < 1"
Topic 2 - Statistics,66,PS,28,,Which of the following sets includes ALL of the solutions of x that will satisfy the equat...
Topic 2 - Statistics,67,DS,29,,"If abc ≠ 0, what is the value of (a3 + b3 + c3) / abc? (1) |a|=1, |b|=2, |c|=3 (2) a + b +..."
Topic 2 - Statistics,68,PS,29,,"Given that w = |x| and x = 2 b – (830 + 85), which of the following values for b yields th..."
Topic 2 - Statistics,70,DS,29,,"w, x, y, and z are integers. If z > y > x > w, is |w| > x2 > |y| > z2? 1) wx > yz 2) zx >..."
Topic 2 - Statistics,74,DS,29,,What is the average of x and |y| ? (1) x + y = 20 (2) | x + y| = 20
Topic 2 - Statistics,75,DS,29,,"If x and y are nonzero integers, is (x–1 + y–1)–1 > [(x–1)(y–1)]–1 ? (1) x = 2y (2) x + y..."
Topic 2 - Statistics,76,PS,29,,Is p 2q > pq2? (1) pq < 0 p < 0
Topic 2 - Statistics,77,DS,29,,Is m > n ? (1) n – m + 2 > 0 (2) n – m – 2 > 0
Topic 2 - Statistics,78,DS,29,,Is 3 p > 2q ? (1) q = 2p (2) q > 0
Topic 2 - Statistics,79,DS,29,,Is mp greater than m? (1) m > p > 0 (2) p is less than 1 80. Is w less than y? (1) 1.3 < w...
Topic 2 - Statistics,82,PS,29,,If 500 is the multiple of 100 that is closest to X and 400 is the multiple of 100 that is...
Topic 2 - Statistics,83,PS,29,,Is the threeHdigit number n less than 550? 1). the product of the digits in n is 30 2). th...
Topic 2 - Statistics,84,PS,29,,"If X 4 + Y4=100, then the greatest possible value of X is between: A. 0 and 3 B. 3 and 6 C..."
Topic 2 - Statistics,85,PS,29,,Is 2XH3Y< X 2? 1). 2XH3Y=H2 2). X>2 and Y>0
Topic 2 - Statistics,86,PS,29,,Is m+z>0 1). mH3Z>0 2). 4zHm>0
Topic 2 - Statistics,87,PS,29,,"If X > Y 2 > Z4, which of the following statements could be true? I. X >Y> Z II. Z >Y >X I..."
Topic 2 - Statistics,88,PS,29,,Is X+Y <1 1). x <8/9 2).Y <1/8
Topic 2 - Statistics,89,PS,30,,"If y is an integer and y=x+|x|, is y=0? 1). x<0 2). y<1"
Topic 2 - Statistics,90,PS,30,,Is xHy+1 greater than x+yH1? 1) x>0 2) y<0
Topic 2 - Statistics,91,PS,30,,Is W greater than 1? 1). W + 2 > 0 2). W^2 > 1
Topic 2 - Statistics,92,PS,30,,"If n and p are integers, is p>0? 1). n+1>0 2). np>0"
Topic 2 - Statistics,93,PS,30,,"The number x and y are not integers, the value of x is closest to which integer? 1). 4 is..."
Topic 4 - Numbers,1,DS,31,,What is the sum of the digits of the positive integer n where n < 99? (1) n is divisible b...
Topic 4 - Numbers,2,DS,31,,"If x is a positive integer, is x! + (x + 1) a prime number? (1) x < 10 (2) x is even 3. Is..."
Topic 4 - Numbers,4,DS,31,,"If x is a prime number, what is the value of x? (1) 2x + 2 is the cube of a positive integ..."
Topic 4 - Numbers,5,PS,31,,"List K consists of 12 consecutive integers, if H4 is the least integer in list K, what is..."
Topic 4 - Numbers,6,PS,31,,"If m, r, x and y are positive, is the ratio of the m to r equal to the ratio of x to y? 1)..."
Topic 4 - Numbers,7,PS,31,,"If the integer a and n are greater than 1, and the product of the first 8 positive integer..."
Topic 4 - Numbers,8,PS,31,,"If x is the sum of six consecutive integers, then x is divisible by which of the following..."
Topic 4 - Numbers,9,PS,31,,"In a certain deck of cards, each card has a positive integer written on it. In a multiplic..."
Topic 4 - Numbers,10,PS,31,,"If p is a positive integer, what is the value of p? 1). p/4 is a prime number 2). p is div..."
Topic 4 - Numbers,11,PS,31,,The number 75 can be written as the sum of the squares of 3 different positive integers. W...
Topic 4 - Numbers,12,PS,31,,An integer greater than 1 that is not prime is called composite. If the twoHdigit integer...
Topic 4 - Numbers,13,PS,31,,"If n is a multiple of 5 and n= p 2q, where p and q are prime numbers, which of the followi..."
Topic 4 - Numbers,14,PS,31,,"On the number line shown, is zero halfway between r and s? HHHHrHHHH sHHHH tHHH 1). s is t..."
Topic 4 - Numbers,15,PS,31,,What is the sum of the first 10 prime numbers? 100 101 128 129 158
Topic 4 - Numbers,16,PS,32,,"On the number line, the segment from 0 to 1 has been divided into fifths, as indicated by..."
Topic 4 - Numbers,17,DS,32,,"For nonHzero integers a, b, c and d, is ab/cd positive? (1) ad + bc = 0 (2) abcd = H4"
Topic 4 - Numbers,18,PS,32,,Is the positive integer J divisible by a greater number of different prime numbers than th...
Topic 4 - Numbers,19,PS,32,,"If n is a positive integer and the product of all the integers from 1 to n, inclusive, is..."
Topic 4 - Numbers,20,PS,32,,For which of the following functions is f(a+b)=f(b)+f(a) for all positive numbers a and b?...
Topic 4 - Numbers,21,PS,32,,"The point A, B, C, and D are on the number line, not necessarily in the order. If the dist..."
Topic 4 - Numbers,22,PS,32,,A certain list consists of several different integers. Is the product of all the integers...
Topic 4 - Numbers,23,PS,32,,The sum of positive integers x and y is 77. What is the value of xy? 1). x=y+1 2). x and y...
Topic 4 - Numbers,24,PS,32,,"If there are more than two numbers in certain list, is each of the numbers in the list equ..."
Topic 4 - Numbers,25,PS,32,,For which of the following values of x is {1H[2H(x 1/2)]1/2}1/2 not defined as a real numb...
Topic 4 - Numbers,26,PS,32,,"For a finite sequence of nonzero numbers, the number of variations in sign is defined as t..."
Topic 4 - Numbers,27,PS,32,,"If xy +z =x(y+z), which of the following must be true? x=0 and z=0 x=1 and y=1 y=1 and z=0..."
Topic 4 - Numbers,28,PS,32,,"Symbol * denote to be one of the operations add, subtract, multiply, or divide. Is (6*2)*4..."
Topic 4 - Numbers,29,PS,32,,"If m and r are two numbers on a number line, what is the value of r? 1). The distance betw..."
Topic 4 - Numbers,31,DS,32,,"If w, y, and z are positive integers, and w = y – z, is w a perfect square? (1) y + z is a..."
Topic 4 - Numbers,1,DS,33,,Is z even? (1) z/2 is even. (2) 3 z is even.
Topic 4 - Numbers,2,DS,33,,"If m, n, and p are integers, is m + n odd? (1) m = p2 + 4p + 4 (2) n = p2 + 2m + 1"
Topic 4 - Numbers,3,DS,33,,"If a and b are both positive integers, is ba+1 – bab odd? (1) a + (a + 4) + (a – 8) + (a +..."
Topic 4 - Numbers,4,DS,33,,"Is the positive integer x odd? (1) x = y2 + 4y + 6, where y is a positive integer. (2) x =..."
Topic 4 - Numbers,6,DS,33,,"If x and y are positive integers and 3x + 5 < x + 11, is x a prime number? (1) The sum of..."
Topic 4 - Numbers,7,DS,33,,Is the positive integer p even? (1) p2 + p is even. (2) 4 p + 2 is even.
Topic 4 - Numbers,8,PS,33,,"If p and q are integers and p + q + p is odd, which of the following must be odd? p q p +..."
Topic 4 - Numbers,9,PS,33,,"If a , b, and c are integers and ab2 / c is a positive even integer, which of the followin..."
Topic 4 - Numbers,10,PS,33,,"If k and y are integers, and 10k + y is odd, which of the following must be true? k is odd..."
Topic 4 - Numbers,11,PS,33,,Each digit in the twoHdigit number G is halved to form a new twoHdigit number H. Which of...
Topic 4 - Numbers,12,PS,33,,"If a is an even integer and b is an odd integer, which of the following cannot be an even..."
Topic 4 - Numbers,13,PS,33,,"If x and y are prime integers and x < y, which of the following cannot be true? x is even..."
Topic 4 - Numbers,14,PS,33,,"If q, r, and s are consecutive even integers and q < r < s, which of the following CANNOT..."
Topic 4 - Numbers,15,DS,33,,n is an integer greater than or equal to 0. The sequence tn for n > 0 is defined as tn = t...
Topic 4 - Numbers,16,DS,33,,"y and z are nonzero integers, is the square of (y + z) even? (1) y – z is odd. (2) yz is e..."
Topic 4 - Numbers,17,PS,33,,"If x and y are positive integers, is the product xy even? 1). 5xH4y is even 2). 6x+7y is e..."
Topic 4 - Numbers,18,PS,33,,"If x and y are integers, is x (y+1) an even number? 1). x, and y are prime numbers. 2). y>..."
Topic 4 - Numbers,19,PS,34,,"For all positive integers m, (m) = 3m when m is odd and (m) = ½ m when m is even, which of..."
Topic 4 - Numbers,20,PS,34,,"If m and n are integers, is m odd? 1). m+n is odd 2). m+n =n 2 + 5"
Topic 4 - Numbers,21,PS,34,,"If c and d are integers, is C even? 1). c(d+1) is even 2). (c+2)(d+4) is even"
Topic 4 - Numbers,22,PS,34,,"If x is an integer, is (x 2+1)(x+5) an even number? 1). x is an odd number. 2). each prime..."
Topic 4 - Numbers,23,PS,34,,"If a is an even integer and b is an odd integer, which of the following cannot be an even..."
Topic 4 - Numbers,24,DS,34,,"If y and z are nonzero integers, is the square of (y + z) even? (1) y – z is odd. (2) yz i..."
Topic 4 - Numbers,25,PS,34,,"If x and y are prime integers and x < y, which of the following cannot be true? x is even..."
Topic 4 - Numbers,1,PS,34,,17 27 has a units digit of: 1 2 3 7 9
Topic 4 - Numbers,2,DS,34,,"If r, s, and t are all positive integers, what is the remainder of 2p / 10, if p = rst? (1..."
Topic 4 - Numbers,3,PS,34,,1 1+22+33+...+1010 is divided by 5. What is the remainder? (A) 0 (B) 1 (C) 2 (D) 3 (E) 4
Topic 4 - Numbers,4,PS,34,,"Given that p is a positive even integer with a positive units digit, if the units digit of..."
Topic 4 - Numbers,6,PS,34,,"If a and b are positive integers and x = 4a and y = 9b, which of the following is a possib..."
Topic 4 - Numbers,8,PS,34,,"If x is a positive integer, what is the remainder when 712x+3 + 3 is divided by 5? 0 1 2 3..."
Topic 4 - Numbers,9,DS,34,,"If x and y are positive integers and n = 5x + 7y + 15, what is the units digit of n? (1) y..."
Topic 4 - Numbers,10,PS,34,,What is the units digit of (71) 5(46)3(103)4 + (57)(1088)3 ? 0 1 2 3 4 11. If ( ) ( ) ( )...
Topic 4 - Numbers,12,PS,35,,What is the units digit of 177 28 – 13323? (A) 1 (B) 3 (C) 4 (D) 6 (E) 9
Topic 4 - Numbers,13,PS,35,,What is the greatest integer m for which the number 50! / 10 m is an integer? (A) 5 (B) 8...
Topic 4 - Numbers,14,PS,35,,How many terminating zeroes does 200! have? (A) 40 (B) 48 (C) 49 (D) 55 (E) 64
Topic 4 - Numbers,15,DS,35,,"If (243) x(463)y = n, where x and y are positive integers, what is the units digit of n? (..."
Topic 4 - Numbers,16,PS,35,,If y is divisible by the square of an even prime number and x is the actual square of an e...
Topic 4 - Numbers,17,DS,35,,"If x is a positive integer, what is the units digit of x2? (1) The units digit of x4 is 1...."
Topic 4 - Numbers,1,DS,35,,"In the number 1.4 ab5, a and b represent single positive digits. If x = 1.4ab5, what is th..."
Topic 4 - Numbers,2,DS,35,,"If a, b, c, d and e are integers and p = 2a 3b and q = 2c 3d 5e, is p/q a terminating deci..."
Topic 4 - Numbers,3,DS,35,,"If the fraction d were converted into a decimal, would there be more than 3 nonzero digits..."
Topic 4 - Numbers,6,DS,35,,If d represents the hundredths digit and e represents the thousandths digit in the decimal...
Topic 4 - Numbers,7,PS,35,,Is the hundredth digit of decimal d greater than 5? 1). The tenth digit of 10d is 7 2). Th...
Topic 4 - Numbers,8,PS,35,,"The value of x is derived by summing a, b, and c and then rounding the result to the tenth..."
Topic 4 - Numbers,9,DS,35,,What is the value of the tenths digit of number x? (1) The hundredths digit of x is 5 (2)...
Topic 4 - Numbers,10,DS,35,,"If x and y each represent a single digit, does the number 8.3xy round to 8.3 when it is ro..."
Topic 4 - Numbers,12,DS,36,,"If the fraction d were converted into a decimal, would there be more than 3 nonzero digits..."
Topic 4 - Numbers,13,DS,36,,"d = 83,521,y73/441,682,36y In the expression above, the letter y represents a single digit..."
Topic 4 - Numbers,1,PS,36,,"If integer k is equal to the sum of all even multiples of 15 between 295 and 615, what is..."
Topic 4 - Numbers,2,PS,36,,"If S is the infinite sequence S 1 = 6, S2 = 12, ..., Sn = SnH1 + 6,..., what is the sum of..."
Topic 4 - Numbers,3,PS,36,,"In an increasing sequence of 5 consecutive even integers, the sum of the second, third, an..."
Topic 4 - Numbers,4,PS,36,,"What is the sum of the multiples of 7 from 84 to 140, inclusive? 896 963 1008 1792 2016"
Topic 4 - Numbers,5,DS,36,,"In a sequence of terms in which each term is three times the previous term, what is the fo..."
Topic 4 - Numbers,6,PS,36,,If each term in the sum a1 + a2 + a3 + ... +an is either 7 or 77 and the sum is equal to 3...
Topic 4 - Numbers,7,PS,36,,2+2+2 2+23+24+25+26+27+28=?
Topic 4 - Numbers,8,PS,36,,"For any integer k from 1 to 10, inclusive, the kth of a certain sequence is given by [(H1)..."
Topic 4 - Numbers,9,DS,36,,"Sequence A is defined by the equation An = 3n + 7, where n is an integer greater than or e..."
Topic 4 - Numbers,10,PS,36,,"S is the infinite sequence S1 = 2, S2 = 22, S3 = 222,...Sk = Sk–1 + 2(10k–1). If p is the..."
Topic 4 - Numbers,11,PS,36,,"Sequence S is defined as Sn = 2SnH1 – 2. If S1 = 3, then S10 – S9 = 2 120 128 250 256"
Topic 4 - Numbers,12,PS,36,,"Sn = 2SnH1 + 4 and Qn = 4QnH1 + 8 for all n > 1. If S5 = Q4 and S7 = 316, what is the firs..."
Topic 4 - Numbers,13,PS,36,,"What is the sixtieth term in the following sequence? 1, 2, 4, 7, 11, 16, 22... (A) 1,671 (..."
Topic 4 - Numbers,14,PS,37,,"Sequence S is defined as Sn = X + (1/X), where X = Sn – 1 + 1, for all n > 1. If S1= 201,..."
Topic 4 - Numbers,15,PS,37,,"In a certain sequence, every term after the first is determined by multiplying the previou..."
Topic 4 - Numbers,16,PS,37,,The sum of the squares of the first 15 positive integers (1 2 + 22 + 32 + . . . + 152) is...
Topic 4 - Numbers,17,DS,37,,"Given a series of n consecutive positive integers, where n > 1, is the average value of th..."
Topic 4 - Numbers,18,PS,37,,"A certain series is defined by the following recursive rule: S n = k (Sn – 1), where k is..."
Topic 4 - Numbers,19,PS,37,,"The infinite sequence Sk is defined as Sk = 10 Sk – 1 + k, for all k > 1. The infinite seq..."
Topic 4 - Numbers,20,PS,37,,A certain club has exactly 5 new members at the end of its first week. Every subsequent we...
Topic 4 - Numbers,21,PS,37,,36 2 + 372 + 382 + 392 + 402 + 412 + 422 + 432 + 442 = (A) 14400 (B) 14440 (C) 14460 (D) 1...
Topic 4 - Numbers,22,PS,37,,A certain established organization has exactly 4096 members. A certain new organization ha...
Topic 4 - Numbers,24,PS,37,,If the expression extends to an infinite number of roots and converges to a positive numbe...
Topic 4 - Numbers,25,PS,37,,"What is the sum of the even integers between 200 and 400, inclusive? 29,700 30,000 30,300..."
Topic 4 - Numbers,27,PS,38,,The sequence f(n) = (2n)! ÷ n! is defined for all positive integer values of n. If x is de...
Topic 4 - Numbers,1,PS,38,,"When the positive integer x is divided by 9, the remainder is 5. What is the remainder whe..."
Topic 4 - Numbers,2,PS,38,,If ( x # y) represents the remainder that results when the positive integer x is divided b...
Topic 4 - Numbers,3,PS,38,,"If k and x are positive integers and x is divisible by 6, which of the following CANNOT be..."
Topic 4 - Numbers,4,PS,38,,10 25 – 560 is divisible by all of the following EXCEPT: 11 8 5 4 3
Topic 4 - Numbers,5,PS,38,,"x , y, a, and b are positive integers. When x is divided by y, the remainder is 6. When a..."
Topic 4 - Numbers,6,DS,38,,"In order to play a certain game, 24 players must be split into n teams, with each team hav..."
Topic 4 - Numbers,7,DS,38,,"When the positive integer x is divided by 4, is the remainder equal to 3? (1) When x/3 is..."
Topic 4 - Numbers,8,DS,38,,"Seven integers, x1, x2, x3, x4, x5, x6, and x7, are picked at random from the set of all i..."
Topic 4 - Numbers,9,DS,38,,"When the integer x is divided by the integer y, the remainder is 60. Which of the followin..."
Topic 4 - Numbers,11,DS,38,,Five consecutive positive integers are chosen at random. If the average of the five intege...
Topic 4 - Numbers,12,DS,38,,Can a batch of identical cookies be split evenly between Laurel and Jean without leftovers...
Topic 4 - Numbers,14,DS,39,,"If a and b are both singleHdigit positive integers, is a + b a multiple of 3? (1) The twoH..."
Topic 4 - Numbers,15,PS,39,,The ratio of cupcakes to children at a particular birthday party is 104 to 7. Each child a...
Topic 4 - Numbers,16,PS,39,,"When the positive integer x is divided by 11, the quotient is y and the remainder 3. When..."
Topic 4 - Numbers,17,PS,39,,"x is a positive number. If 9 x + 9x+1 + 9x+2 + 9x+3 + 9x+4 + 9x+5 = y, is y divisible by 5..."
Topic 4 - Numbers,18,PS,39,,A group of n students can be divided into equal groups of 4 with 1 student left over or eq...
Topic 4 - Numbers,19,PS,39,,"When x is divided by 4, the quotient is y and the remainder is 1. When x is divided by 7,..."
Topic 4 - Numbers,20,PS,39,,"If n is an integer and n4 is divisible by 32, which of the following could be the remainde..."
Topic 4 - Numbers,21,PS,39,,"x1 and x2 are each positive integers. When x1 is divided by 3, the remainder is 1, and whe..."
Topic 4 - Numbers,22,DS,39,,"Is x the square of an integer? (1) x = 12k + 6, where k is a positive integer (2) x = 3q +..."
Topic 4 - Numbers,24,DS,39,,"If n is a positive integer, is n2 – 1 divisible by 24? (1) n is a prime number (2) n is gr..."
Topic 4 - Numbers,25,PS,39,,The sum of all the digits of the positive integer q is equal to the threeHdigit number x13...
Topic 4 - Numbers,26,DS,39,,Given that n is an integer; is n – 1 divisible by 3? (1) n2 + n is not divisible by 3 (2)...
Topic 4 - Numbers,28,DS,40,,"If m and n are nonzero integers, is m/n an integer? (1) 2m is divisible by n (2) m is divi..."
Topic 4 - Numbers,29,PS,40,,"If positive integer n is divisible by both 4 and 21, then n must be divisible by which of..."
Topic 4 - Numbers,30,PS,40,,Susie can buy apples from two stores: a supermarket that sells apples only in bundles of 4...
Topic 4 - Numbers,31,PS,40,,Each of the following numbers has a remainder of 2 when divided by 11 except: 2 13 24 57 1...
Topic 4 - Numbers,32,PS,40,,"When positive integer n is divided by 3, the remainder is 2; and when positive integer t i..."
Topic 4 - Numbers,33,PS,40,,"If n is a positive integer and r is the remainder when (nH1)(n+1) is divided by 24, what i..."
Topic 4 - Numbers,34,PS,40,,"If n is a positive integer and r is the remainder when n 2 H 1 is divided by 8, what is th..."
Topic 4 - Numbers,35,PS,40,,"If n is a positive integer and r is the remainder when 4+7n is divided by 3, what is the v..."
Topic 4 - Numbers,36,PS,40,,"If r is the remainder when integer n is divided by 7, what is the value of r? 1). When n i..."
Topic 4 - Numbers,37,PS,40,,What is the remainder when the positive integer x is divided by 6? 1). When x is divided b...
Topic 4 - Numbers,38,PS,40,,"When the positive integer x is divided by 11, the quotient is y and the remainder 3. When..."
Topic 4 - Numbers,39,PS,40,,"When x is divided by 4, the quotient is y and the remainder is 1. When x is divided by 7,..."
Topic 4 - Numbers,1,PS,40,,"If n is a nonHnegative integer such that 12n is a divisor of 3,176,793, what is the value..."
Topic 4 - Numbers,2,PS,40,,"If the square root of p2 is an integer, which of the following must be true? I. p2 has an..."
Topic 4 - Numbers,3,PS,40,,"The greatest common factor of 16 and the positive integer n is 4, and the greatest common..."
Topic 4 - Numbers,4,DS,40,,"If x is a positive integer, is x – 1 a factor of 104? (1) x is divisible by 3. (2) 27 is d..."
Topic 4 - Numbers,5,PS,40,,How many factors does 36 2 have? 2 8 24 25 26
Topic 4 - Numbers,6,PS,41,,"In a certain game, a large bag is filled with blue, green, purple and red chips worth 1, 5..."
Topic 4 - Numbers,7,PS,41,,"For any integer k > 1, the term “length of an integer” refers to the number of positive pr..."
Topic 4 - Numbers,9,DS,41,,"If a and b are positive integers divisible by 6, is 6 the greatest common divisor of a and..."
Topic 4 - Numbers,10,PS,41,,"a, b, and c are positive integers. If a, b, and c are assembled into the sixHdigit number..."
Topic 4 - Numbers,11,PS,41,,"If x and y are positive integers, which of the following CANNOT be the greatest common div..."
Topic 4 - Numbers,12,DS,41,,"If P, Q, R, and S are positive integers, and P/Q = R/S, is R divisible by 5 ? (1) P is div..."
